topic,title,text,date,author,source,channel,language
willsmith,willsmith,"MEN IN BLACK (1997) | Movie Reaction | I love the 90s Movies! | Will Smith | Tommy Lee Jones | 👽🛸
https://t.co/KwDrYK0C8p #MeninBlack #Willsmith #TommyleeJones #Movie #Movies #reaction https://t.co/2Bj1QktaZz",2022-05-02,💥FireWorks💥,Twitter,Twitter,en
srilanka,srilanka,"🇱🇰 🚩 And the concerned people
And those who asked
03rd of May
Be alert...
#JVP_Srilanka #Anura_Kumara_Dissanayake #Raja_Dias #රාජා_ඩයස්",2022-05-02,Charles Nissanka,Twitter,Twitter,en
srilanka,srilanka,"Large opposition demonstrations today in Sri Lanka for the #1erMai as the country has been hit for a month by protests against the President, numerous shortages and inflation.
#Protests #SriLanka https://t.co/JeJf3B0I6S",2022-05-02,LandoFree⏳✊ 🍀FreeJulian🇵🇸 🇸🇾🇮🇷🇷🇺☮️,Twitter,Twitter,en
srilanka,srilanka,How to Reduce Exam Fear | Exam Tips in Sinhala | Higher Education Srilanka FULL HD https://t.co/lQNa2XxgMw,2022-05-02,Online Professional Certificate Programs,Twitter,Twitter,en
srilanka,srilanka,"🇱🇰 🚩 And the concerned people
And those who asked
03rd of May
Be alert...
#JVP_Srilanka #Anura_Kumara_Dissanayake #Raja_Dias #රාජා_ඩයස්",2022-05-02,Raja Dias,Twitter,Twitter,en
srilanka,srilanka,There is no petrol in many/any petrol sheds in Colombo and Suburbs.Any leads welcome @road_lk #SriLankaEconomicCrisis #SriLankanCrisis #SriLanka,2022-05-02,Colombo,Twitter,Twitter,en
srilanka,srilanka,Good Morning @SriLanka https://t.co/xaUL4zaxbd,2022-05-02,Ceylon Wayfinder,Twitter,Twitter,en
srilanka,srilanka,"@RNCResearch When Biden administration replicates what Rajpaksa's did in Srilanka,we are sure food shortages are coming.",2022-05-02,അനൂപ് ഇന്ദീവരം 🇮🇳,Twitter,Twitter,en
srilanka,srilanka,"Struggles of the working masses: Political solution needed to resolve economic crisis: K.D. Lalkantha @KanthaLal
#lka #SriLanka

https://t.co/srDYhdP5XE",2022-05-02,Marianne David,Twitter,Twitter,en
srilanka,srilanka,"🇱🇰 🚩 And the concerned people
And those who asked
03rd of May
Be alert...
#JVP_Srilanka #Anura_Kumara_Dissanayake #Raja_Dias #රාජා_ඩයස්",2022-05-02,Raja Dias,Twitter,Twitter,en
srilanka,srilanka,"🇱🇰 🚩 And the concerned people
And those who asked
03rd of May
Be alert...
#JVP_Srilanka #Anura_Kumara_Dissanayake #Raja_Dias #රාජා_ඩයස්",2022-05-02,Raja Dias,Twitter,Twitter,en
bharatpe,bharatpe,"#bharatpe Customer care number@-""""9692-381-639.-///700.1654.318//. Dear payment refund related and process information call Now 24/7 Hours Available.. Bharatpe Customer care number... https://t.co/9768TEKPJ0",2022-05-01,Khushi Patel,Twitter,Twitter,en
bharatpe,bharatpe,"#bharatpe Customer care number@-""""9692-381-639.-///700.1654.318//. Dear payment refund related and process information call Now 24/7 Hours Available.. Bharatpe Customer care number,, https://t.co/bGZD3NzSMO",2022-05-01,Khushi Patel,Twitter,Twitter,en
bharatpe,bharatpe,"#bharatpe Customer care number@-""""9692-381-639.-///700.1654.318//. Dear payment refund related and process information call Now 24/7 Hours Available.. Bharatpe Customer care number.. https://t.co/YhhYOO4MZR",2022-05-01,Khushi Patel,Twitter,Twitter,en
bharatpe,bharatpe,"#bharatpe Customer care number@-""""9692-381-639.-///700.1654.318//. Dear payment refund related and process information call Now 24/7 Hours Available.. Bharatpe Customer care number.. https://t.co/n0HgVbJ3ox",2022-05-01,Khushi Patel,Twitter,Twitter,en
bharatpe,bharatpe,"#bharatpe Customer care number@-""""9692-381-639.-///700.1654.318//. Dear payment refund related and process information call Now 24/7 Hours Available.. Bharatpe Customer care number.. https://t.co/Xs9BR7NOrK",2022-05-01,Khushi Patel,Twitter,Twitter,en
bharatpe,bharatpe,"#bharatpe Customer care number@-""""9692-381-639.-///700.1654.318//. Dear payment refund related and process information call Now 24/7 Hours Available.. Bharatpe Customer care number.. https://t.co/Ag9MnqBOBc",2022-05-01,Khushi Patel,Twitter,Twitter,en
bharatpe,bharatpe,"#bharatpe Customer care number@-""""9692-381-639.-///700.1654.318//. Dear payment refund related and process information call Now 24/7 Hours Available.. Bharatpe Customer care number.. https://t.co/WOqh8RX0A0 https://t.co/VbGpFYLym9",2022-05-01,Khushi Patel,Twitter,Twitter,en
bharatpe,bharatpe,"WFC's Leadership: @GauravSinghvi14 As a super angel, Mr Gaurav's portfolio includes startups such as Fynd, SuprDaily, BharatPe, Beardo etc. Aims to create a robust investor ecosystem in smaller towns.",2022-05-01,We Founder Circle,Twitter,Twitter,en
bharatpe,bharatpe,You need to check on your team onboarding Fraudsters! He is posing as a merchant. Really sad on BharatPe's part @Ashneer_Grover @bharatpeindia @SuhailSameer14 https://t.co/ll5XGp3nGP,2022-05-01,ashish ghai,Twitter,Twitter,en
bharatpe,bharatpe,How @bharatpeindia 12% club makes money? #fintech #bharatpe @Ashneer_Grover,2022-05-01,Sipun,Twitter,Twitter,en
imrankhan,imrankhan,Big Statement On Imran Khan | #ImranKhan  #ImranKhanStatus | TOP POST https://t.co/meASK0P99y via @YouTube,2022-05-02,Muhammad Hussnain,Twitter,Twitter,en
imrankhan,imrankhan,"I proudly support a man @ImranKhanPTI who told the whole world that our ProphetMuhammad PBUH lives in our hearts and who passed a resolution in the UN against Islamophobia and blasphemy against the ProphetMuhammad PBUH.
#ImranKhan
#ہمت_ہیں_تو_ہاتھ_لگاؤ 
#امپورٹڈ_حکومت_نامنظور https://t.co/W6W3yJpe8o",2022-05-02,imanzaib,Twitter,Twitter,en
imrankhan,imrankhan,"@MoeedNj Agreed. Imran Khan's defending Googi makes it about Imran Khan. Let someone else do that.

The kool-aid drinking yes men around #ImranKhan, who bear some responsibility for the mess we are in, are probably too afraid to tell him at the risk of not being invited to Bani Gala.",2022-05-02,Naveed Ch,Twitter,Twitter,en
imrankhan,imrankhan,"Pelosi meets with Zelenskyy in Kyiv, vowing U.S. improve for Ukraine
https://t.co/5KAdrH5yji
#pakistannews #pakistan #news #lahore #islamabad #karachi #pakistani #imrankhan #urdunews #pti #geonews #arynews 
https://t.co/5KAdrH5yji",2022-05-02,Thug Maza,Twitter,Twitter,en
imrankhan,imrankhan,"@PTIofficial @pmln_org @OfficialMqm @NewsweekPak @ReutersPakistan @PPP_Org @MoulanaOfficial @ARYNEWSOFFICIAL @NAofPakistan @geonews_urdu #ImranKhan #Pakistan
@SHABAZGIL @MuradSaeedPTI
@fawadchaudhry @NawazSharifMNS

Only @ImranKhanPTI can Save Pakistan!

#امپورٹڈ_حکومت_نامنظور https://t.co/de6vDvaxw6",2022-05-02,W M Khan,Twitter,Twitter,en
imrankhan,imrankhan,"@MiftahIsmail #ImranKhan 
Hats off 👏
#امپورٹڈ_حکومت_نامنظور
#MarchAgainstImportedGovt
#PakistanNeedsElections
#Pakistan",2022-05-02,SaadiaHammad🇵🇰,Twitter,Twitter,en
imrankhan,imrankhan,"""The entire Marvels"": Creator Douglas Wolk at the ""greatest tale ever informed""
https://t.co/nLsxhp8bQI
#pakistannews #pakistan #news #lahore #islamabad #karachi #pakistani #imrankhan #urdunews #pti #geonews #arynews 
https://t.co/nLsxhp8bQI",2022-05-02,Thug Maza,Twitter,Twitter,en
imrankhan,imrankhan,"Imran khan always loved prophet Muhammad pbuh so stop nonsense 
#ہمارا_مطالبہ_فوری_الیکشن
#ImranKhanZindabad
#امپورٹڈ_حکومت_نامنظو
#ImranKhan
#PakistanZindabad
#PakistanNeedsElections
#ہمارا_مطالبہ_فوری_الیکشن
#Pakistan
#PakArmy
#DGISPR

https://t.co/Fd4VSMmJiB",2022-05-02,TM Mughal,Twitter,Twitter,en
imrankhan,imrankhan,"The Dish: Chef Dave Beran on his approach to pleasing the eyes and the taste buds
https://t.co/YEQylmdU4E
#pakistannews #pakistan #news #lahore #islamabad #karachi #pakistani #imrankhan #urdunews #pti #geonews #arynews 
https://t.co/YEQylmdU4E",2022-05-02,Thug Maza,Twitter,Twitter,en
imrankhan,imrankhan,"Join this space guys 
#MarchAgainstlmportedGovt 
#ImranKhan #Mafia #امپورٹڈ_حکومت_نامنظور

https://t.co/DG9EuWXcHu",2022-05-02,Faryal Fatima,Twitter,Twitter,en
russiaukraine,Zoomers Discuss What They Would Do In A Military Draft,"While the Russia–Ukraine war continues to rage overseas, many Americans have expressed concern that the U.S. could reinstate a national draft. We asked several members of Gen Z what they would do in the event they were forced to serve, and this is what they s…",2022-04-13T13:14:00Z,ji39f8deollek3,newsApi,Theonion.com,english
russiaukraine,Daily briefing: Infected immune cells might cause severe COVID-19,"Immune cells infected with SARS-CoV-2 can trigger a massive inflammatory response that could cause severe COVID-19. Plus, the risks of Russia using chemical weapons in Ukraine and an ancient migration that was the fastest long-distance movement in human histo…",2022-04-06T00:00:00Z,Flora Graham,newsApi,Nature.com,english
russiaukraine,Will Russia use chemical weapons in Ukraine? Researchers evaluate the risks,Analysts explain why some fear that the Russian military will use chemical weapons — and how the world would know if it did.,2022-04-05T00:00:00Z,Davide Castelvecchi,newsApi,Nature.com,english
russiaukraine,Singapore's core inflation rises to 10-year high in March,"SINGAPORE: Singapore’s core inflation rose to a 10-year high of 2.9 per cent year-on-year in March, up from 2.2 per cent in February, official data released on Monday (Apr 25) showed.

The last time core inflation was at 2.9 per cent year-on-year was in Mar…",2022-04-25T05:29:00Z,,newsApi,CNA,english
russiaukraine,"Singapore CPI Rises to 10-Year High on War, Covid Disruptions","(Bloomberg) -- Core inflation in Singapore accelerated faster than expected to the highest in a decade, in sync with the central bank’s projections that...",2022-04-25T05:00:48Z,Michelle Jamrisko,newsApi,Yahoo Entertainment,english
russiaukraine,"RBI Policy | Expect a departure from #39;accommodative#39; to neutral stance but without any rate action, says Lakshmi Iyer of Kotak AMC","Markets will look out for some policy announcements to anchor the long end of the yield curveâOperation Twist, GSAP, HTM dispensation, etc",2022-04-06T02:00:15Z,,newsApi,Moneycontrol,english
russiaukraine,China caught between a rock and a hard place on Ukraine,"Author: Xiaoli Guo, ANU Since the start of the Russia–Ukraine crisis on 24 February 2022, questions about China’s stance on the conflict have proliferated. So far, China’s preference is clear — to not side with either country. Assume that China did absolutely…",2022-04-08T00:00:01Z,Xiaoli Guo,newsApi,Eastasiaforum.org,english
russiaukraine,War in Ukraine and rising energy costs risk hampering Asia’s decarbonization efforts,"Author: Han Phoumin, ERIA Even before the Russia–Ukraine war, the COVID-19 pandemic had brought the world economy into recession. Global oil demand also declined by about 8 million barrels per day in 2020 and 2021. OPEC+ agreed to cut output by 10 million bar…",2022-04-27T00:00:15Z,Han Phoumin,newsApi,Eastasiaforum.org,english
russiaukraine,Daily Voice | Sameer Kaul of TrustPlutus Wealth expects earnings to remain tepid,"&quot;Whether oil itself will remain elevated for much longer depends wholly on whether Iran starts pumping oil, and at what velocity. If Iran was to get back to 5 million barrels per day, there should be a thaw in oil prices.&quot;",2022-04-09T03:17:32Z,Sunil Shankar Matkar,newsApi,Moneycontrol,english
russiaukraine,Rethinking Indonesia’s non-aligned foreign policy,"Author: I Gede Wahyu Wicaksana, Universitas Airlangga The crisis in Ukraine should prompt Indonesia to reconsider the direction and strategy of its foreign policy. The war is not directly expanding to Indonesia’s immediate geopolitical environment, but it is …",2022-04-27T12:00:05Z,I Gede Wahyu Wicaksana,newsApi,Eastasiaforum.org,english
russiaukraine,"सैन्य हथियारों में आत्मनिर्भरता, तीनों सेना के बीच तालमेल...रक्षामंत्री ने बताया रूस-यूक्रेन युद्ध से और क्या-क्या सबक लेना चाहिए","Ukraine Russia War: रक्षा मंत्री राजनाथ सिंह ने कहा, ‘रूस और यूक्रेन के बीच जारी संघर्ष ने एक बार स्पष्ट कर दिया है कि बिना किसी पर निर्भरता के आत्म-निर्भर होना अति महत्वपूर्ण है।’ सरकार ने पिछले कुछ साल में भारत को रक्षा विनिर्माण का केंद्र बनाने पर ध्यान दि…",2022-04-28T11:48:06Z,,newsApi,The Times of India,english
russiaukraine,5 Ways To Cut Oil & Gas Use Through Clean Transportation (Video),"There’s never been a better time to reduce reliance on fossil fuels. Oil and gas prices are skyrocketing as a result of Russia’s invasion of Ukraine, with gas prices exceeding $4 a gallon in the United States in March 2022 and more than $10 a gallon in other …",2022-05-01T23:37:54Z,World Resources Institute,newsApi,CleanTechnica,english
russiaukraine,Nello spazio sventola la bandiera della vittoria dell'Urss: l'ha esposta il cosmonauta del partito di Putin ch - ilmessaggero.it,"<ol><li>Nello spazio sventola la bandiera della vittoria dell'Urss: l'ha esposta il cosmonauta del partito di Putin ch  ilmessaggero.it
</li><li>Spazio, i cosmonauti russi espongono lo Stendardo della Vittoria sull'Iss  TGCOM
</li><li>Iss, i cosmonauti russ…",2022-04-29T07:49:00Z,Paolo Ricci Bitti,newsApi,Ilmessaggero.it,english
russiaukraine,Gold subdued as U.S. rate hike expectations dent appeal,By Eileen Soreng (Reuters) -   Gold prices traded in a narrow range on Friday caught between expectations of aggressive U.S. interest rate increases and jitters over high inflation and the economic fallout of the Ukraine crisis.,2022-04-08T09:38:27Z,Reuters,newsApi,FX Empire,english
russiaukraine,Cannot allow Big Tech to unplug India from the internet: Rajeev Chandrasekhar,"It's not a good thing for any company or country to have the power to unplug India from the internet, IT MoS Rajeev Chandrasekhar said.",2022-04-28T06:19:48Z,Sarvesh Mathi,newsApi,MediaNama.com,english
russiaukraine,The Russia–Ukraine crisis and Japan’s energy dilemma,"Author: Wrenn Yennie Lindgren, Norwegian Institute of International Affairs The war in Ukraine is a game changer not only disrupting financial markets and human migration patterns but also the global energy landscape. As European countries announce their plan…",2022-04-12T12:00:11Z,Wrenn Yennie Lindgren,newsApi,Eastasiaforum.org,english
russiaukraine,India’s Central Asia challenge,"Author: Gulshan Sachdeva, JNU While addressing the first meeting of the India–Central Asia Summit in January, Indian Prime Minister Narendra Modi emphasised that the region is ‘central to India’s vision of an integrated and stable extended neighbourhood’. The…",2022-04-14T00:00:30Z,Gulshan Sachdeva,newsApi,Eastasiaforum.org,english
russiaukraine,The world has synchronized on Russian crypto sanctions,"While crypto regulations are still being developed in many countries, the united global sanctions response to Russia’s attack on Ukraine includes crypto to prevent financial loopholes.",2022-04-02T05:16:00Z,Cointelegraph By Selva Ozelli,newsApi,Cointelegraph,english
russiaukraine,Russia–Ukraine Conflict and Geopolitics of Data Routing | #cybersecurity | #cyberattack | #cybersecurity | #infosecurity | #hacker,World Largest Source Of Security News.,2022-04-29T14:45:00Z,NCS News-Feed,newsApi,Nationalcybersecurity.com,english
russiaukraine,"Sensex, Nifty has rallied over 18% in FY22; these risks may cap upside in FY23","Lingering concerns over rising inflation, possible escalation of geopolitical tensions from already elevated levels, any slowdown in economic activity and moderation in earnings growth may keep equity investors on their toes in FY23 after a robust 2021-22.",2022-04-01T07:24:28Z,Rahul Oberoi,newsApi,Business Today,english
russiaukraine,Quinze dúvidas para solicitações no INSS,"Esta notícia Quinze dúvidas para solicitações no INSS apareceu primeiro no Mix Vale. www.mixvale.com.br Quinze dúvidas para solicitações no INSS As novas regras que entraram em vigor há 2 anos e 4 meses, com a reforma da Previdência (em vigor desde 13 de novembro de 2019), trouxeram muitas dúvidas para os trabalhadores que sonham pedir aposentadoria ao Instituto Nacional do Seguro Social (INSS) e até para os que já recebem benefícios. […] Esta notícia Quinze dúvidas para solicitações no INSS apareceu primeiro no Mix Vale. www.mixvale.com.br",2022-05-02 02:08:34,['Redação Portal'],news Data API,mixvale,english
russiaukraine,Riverdale Fans Can't Stop Comparing Season 6 Plot Twist to Avengers: Endgame,"This season on Riverdale, the town's heroes have found themselves facing a threat like nothing before -- which is saying something, given some of the wild threats the Town With Pep has faced. The arrival of the mysterious Percival Pickens (Chris O'Shea) soon lead to a power struggle over control of the town's future and, ...",2022-05-02 02:02:00,['Nicole Drum'],news Data API,comicbook,english
russiaukraine,2023: Ohanaeze Faults Northern Elders Over Zoning Rejection,"Apex Igbo Social-cultural organisation, Ohanaeze Ndigbo, has berated Northern Elders Forum (NEF) for kicking against zoning for the 2023 presidential election. A statement issued by the spokesman of Ohanaeze, Dr. Alex Ogbonnia, said the elders made their position known in a communique signed by the former vice-chancellor of the Plateau State University, Prof Doknan Danjuma […]",2022-05-02 02:00:28,['Nnamdi Mbawike'],news Data API,leadership,english
russiaukraine,"Elon Musk, Mark Cuban Discuss Using Dogecoin to Solve Twitter Spam Problem",Shark Tank star Mark Cuban has come up with a way to solve Twitter’s spam problem using the meme cryptocurrency dogecoin (DOGE). Tesla and Spacex CEO Elon Musk agrees that it is “not a bad idea.” Twitter recently accepted Musk’s buyout offer. Elon Musk Optimistic About Mark Cuban’s Dogecoin Idea Tesla CEO Elon Musk has […],2022-05-02 02:00:16,['Kevin Helms'],news Data API,bitcoin,english
russiaukraine,รวมเหตุการณ์ในพิธีไว้อาลัย “แตงโม นิดา” | Social Express EP.7,Social Express EP.7 The post รวมเหตุการณ์ในพิธีไว้อาลัย “แตงโม นิดา” | Social Express EP.7 appeared first on INN News.,2022-05-02 02:00:12,['chalita_k'],news Data API,innnews,english
russiaukraine,Scholarship for students with disabilities,"Social Welfare Department, Assam, has invited applications from ‘Students with Disabilities Pursuing Medical and Technical Education’ for scholarship",2022-05-02 01:55:00,['Sentinel Digital Desk'],news Data API,sentinel,english
russiaukraine,"Before She Married Justin, Hailey Bieber Came From a Musical Family","Hailey and Justin Bieber are a match made in celebrity heaven, according to some. The former comes from a celebrity family featuring a famous composer.",2022-05-02 01:55:00,['Michelle Cason'],news Data API,cheatsheet,english
russiaukraine,"PM Vows To Fight Big Tech, Social Media Giants","Scott Morrison has pledged his government will “continue its world-leading reforms” in the field of online safety should it be reelected, announcing a slew of new eSafety policies. The major policy that will have real-world impacts is the pledge to ensure smartphones and tablets have “strong parental controls installed that are easier to find and... Read More",2022-05-02 01:51:59,['Nathan Jolly'],news Data API,channelnews,english
russiaukraine,Guaidó: Desde ya tenemos que salir a la calle para exigir la fecha de elecciones libres,"  El presidente encargado de Venezuela, Juan Guaidó, hizo un llamado a los venezolanos en todo el país para movilizarse y exigir fecha para elecciones […]",2022-05-02 01:50:37,['García Sequera'],news Data API,lapatilla,english
russiaukraine,Gaming Mouse Pioneer And Razer Co-Founder Robert ‘RazerGuy’ Krakoff Dead At 81,"Robert ‘RazerGuy’ Krakoff, the co-founder of peripheral maker Razer and pioneer of the gaming house, has died at 81. Krakoff’s... The post Gaming Mouse Pioneer And Razer Co-Founder Robert ‘RazerGuy’ Krakoff Dead At 81 appeared first on Kotaku Australia.",2022-05-02 01:48:37,['David Smith'],news Data API,kotaku,english
willsmith,The Wrong Will Smith: Twitter Users Bombard Video-Game Exec After Oscars Slap Flap,Consider this a PSA: The owner of the verified Twitter @willsmith account is not the disgraced actor Will Smith who just resigned from the Academy after slapping Chris Rock at the 94th Academy Awards. The actor Will Smith does not have an official Twitter acc…,2022-04-02T11:47:55Z,Todd Spangler,newsApi,Variety,english
willsmith,Will Smith Rescued By Crown Prince of Dubai Days After Oscar Meltdown...,"Where in the world is Will Smith? Sources say that days after the Oscar slap flap, Will was flown by his BFF, the Crown Prince of Dubai, Sheikh Hamdan bin Mohammed bin Rashid Al Maktoum, aka ""Fazza,"" to the middle Eastern kingdom so he could cool out while hi…",2022-04-04T15:37:40Z,,newsApi,Showbiz411,english
willsmith,‘When will others get banned?’: Netizens react after Will Smith gets 10-year Oscars ban,"While some were in favour of punishment, others argued how in other instances, in cases much more severe than a slap, the academy took a much longer time to punish offenders.",2022-04-09T11:12:54Z,Trends Desk,newsApi,The Indian Express,english
willsmith,"Mononeon: ""The Willsmith Chrisrock Slap Song""","YouTube

Mononeon, icon of funkadelic fashion, remixes the infamous Oscar moment.

mononeon - ""the willsmith slap song"" 


a will smith and chris rock thang at the oscars.. remix",2022-04-02T17:37:25Z,Charles Johnson,newsApi,Littlegreenfootballs.com,english
willsmith,"“A sério, eu não sou a pessoa com quem estão chateados”. Will Smith anónimo de São Francisco confundido com o ator no Twitter","Desde o incidente nos Óscares, um podcaster e criador de videojogos com o mesmo nome do ator (que não tem conta oficial no Twitter) viu-se inundado de insultos, apoio e milhares de novos seguidores.",2022-04-02T18:23:16Z,Maria Ramos Silva,newsApi,Observador.pt,english
willsmith,Will Smith Is Pending Investigation Following Resignation From the Academy,"After Will Smith slapped Chris Rock and caused a ruckus that was spotlighted across the world, the actor has officially announced he will be resigning from the Academy.The decision comes amidst Smith's gravest career crisis, as the Academy of Motion Picture A…",2022-04-04T04:18:38Z,"info@hypebeast.com (HYPEBEAST), HYPEBEAST",newsApi,HYPEBEAST,english
willsmith,Will Smith in Indien aufgetaucht - Geheim-Treffen mit seinem Guru,"Seit seiner Oscar-Klatsche war Will Smith abgetaucht. Jetzt wurde er in Indien entdeckt.Foto: willsmith/Instagram , Varinder Chawla/MEGA",2022-04-26T14:28:33Z,Ina Michaelis-Ugwonno,newsApi,Bild,english
willsmith,"Klaus Schulze, cosmic Berlin native synth explorer, in gathered remembrances","The towering synthesizer composer, musician, and adventurer in solo work and with Tangerine Dream, Ash Ra Tempel, and the Cosmic Jokers, has died aged 74. It’s time to trance out with synths and collect remembrances and interviews to mark his passing. It’s be…",2022-04-28T10:34:22Z,Peter Kirn,newsApi,Cdm.link,english
willsmith,50 Cent Reacts To Will Smith's Decade-Long Oscar Ban: 'They Doing Will Dirty',Smith had previously resigned from the Academy in wake of the scandal and apologized to its members as well as Chris Rock.,2022-04-09T19:46:49Z,Brandon Caldwell,newsApi,HipHopDX,english
willsmith,August Alsina Responds To Backlash Over Jada Pinkett Song: 'Black Twitter Is The New Slave Owners',"August Alsina released his new song 'Shake the World' on Tuesday (April 5), but not all of his fans are down to hear about his affair with Jada Pinkett-Smith.",2022-04-06T10:26:47Z,Joe Walker,newsApi,HipHopDX,english
willsmith,The LAPD Is Leaking Excuses For Why It Didn’t Arrest Will Smith,"The LAPD seems to be pointing fingers at Hollywood celebrities, blaming them for their inability to arrest Will Smith after slapping Chris Rock at the Oscars.",2022-04-07T00:18:03Z,Leena Nasir,newsApi,The Daily Caller,english
willsmith,"My Favorite 37 Documentaries — Features and Short Films That Cover High Performance, Overcoming Failure, Creative Process, Psychedelics, Trauma, and Much More",The below 37 documentaries have shaped my thinking and changed my behavior over the last several years. I revisit them often.,2022-04-13T22:07:17Z,Tim Ferriss,newsApi,Tim.blog,english
