topic,title,text,date,author,source,channel,language
cryptography,cryptography,"On February 9, Intrinsic ID presents a webinar in collaboration with SemiWiki: How to add a NIST-Certified Random Number Generator to any IoT device? Sign up now: https://t.co/aEmO0hto5M
#webinar #semiconductors #iotsecurity #cryptography #rng #hardwaresecurity https://t.co/BnzJmQLnBZ",2022-01-18,Intrinsic ID,Twitter,Twitter,en
cryptography,cryptography,Subject: Cryptography( Q1: What was your Main term course? Reflect on the connec https://t.co/v8QYznPgkA,2022-01-18,"Essay Help, Term Papers, Research Papers,",Twitter,Twitter,en
cryptography,cryptography,A mathematical colleague knowing that P had an amateur interest in cryptography came to P one morning influence.,2022-01-18,Weaverbot,Twitter,Twitter,en
cryptography,cryptography,"Hiring! 

Are you passionate about working where software and cryptography meet? 

We’re looking for a #SoftwareEngineer - Identity, Tokenization and SC - based in #Germany or the #UK.

That’s you? Apply here 👇 https://t.co/Vvj8IMJsCN

#IOTA #jobs #hiring https://t.co/IRpdV4fpBd",2022-01-18,IOTA,Twitter,Twitter,en
cryptography,cryptography,"@aerotwist @jaffathecake @thespite Mine is STERN to get S in the first position (most likely first letter because of the doubles ST, SW, SP, SL, SH etc). Then CLOUD. See https://t.co/Qkp5g0o7r7",2022-01-18,Chris R,Twitter,Twitter,en
cryptography,cryptography,"@HelloAnimverse the project is a digital currency that can  used to buy goods and services, but uses an online ledger with strong cryptography to secure online transactions. 
@sumo60 
@_SumonRahman 
@Sahidv04

#FREEcoin #nft #Animverse #box",2022-01-18,Ariful,Twitter,Twitter,en
dogecoin,dogecoin,@joshjjr19 Just showing off my new dogecoin investment bc it’s dropping fast https://t.co/43WfDjL7C0,2022-01-18,wildl4ndfirefighter,Twitter,Twitter,en
dogecoin,dogecoin,"@MajesticDrama Just wait until people realise that #cheems is actually a real dog that’s older than #dogecoin

#cheemsinu #CINU #BSC #shib #1000xgem #btc #cryptocurrency 💹💎
@cheemsinu @elonmusk @snoopdog @cometcalls",2022-01-18,MR. CHEEMSINU,Twitter,Twitter,en
dogecoin,dogecoin,@davidgokhshtein $doge ❤️✨#TippingTuesday #dogecoin,2022-01-18,The Wizard Of Doge,Twitter,Twitter,en
dogecoin,dogecoin,"@TheCryptoGemini Just wait until people realise that #cheems is actually a real dog that’s older than #dogecoin

#cheemsinu #CINU #BSC #shib #1000xgem #btc #cryptocurrency 💹💎
@cheemsinu @elonmusk @snoopdog @cometcalls",2022-01-18,MR. CHEEMSINU,Twitter,Twitter,en
dogecoin,dogecoin,"#Dogecoins
A friendly #Digital #Currency !!!

@elonmusk #ElonMusk #dogecoin #doge #DogeZilla #BabyDogeCoin #BabyDogeArmy #cryptocurrency @WazirXIndia #India",2022-01-18,Sumit Mittal,Twitter,Twitter,en
dogecoin,dogecoin,"@lizthanthree Let's go!! 
@KasariToken having a presale &amp; giveaway go check them out they are going to make crypto safer for us! #SHIBARROW #BSCGems #BSC #Binance  #BinanceSmartChain #BNB    #Bitcoin   #BTC #XRP #SOL #dogecoin #SHIBARMY #SHIB #elonmusk #crypto #NFTs  #Metaverse #cryptocurrency",2022-01-18,SwagNews.com,Twitter,Twitter,en
dogecoin,dogecoin,"@BSCGemsAlert Just wait until people realise that #cheems is actually a real dog that’s older than #dogecoin

#cheemsinu #CINU #BSC #shib #1000xgem #btc #cryptocurrency 💹💎
@cheemsinu @elonmusk @snoopdog @cometcalls",2022-01-18,MR. CHEEMSINU,Twitter,Twitter,en
dogecoin,dogecoin,@Lilmook4real $doge ❤️✨#TippingTuesday #dogecoin,2022-01-18,The Wizard Of Doge,Twitter,Twitter,en
dogecoin,dogecoin,"My 5 new NFTs are available on Opensea.

https://t.co/2G74Ck9aDq

 #MrMushroomtle1 #mushrooms 😍🙏🏻 Leave your work in everyone's heart Follow + Chat on Twitter #artwork #NFT #dogecoin #NFTCommunity #nftcollector #NFTTHAILAND #NFTdrop #ETH #Binance #NFT
#OpenSeaNFT #NFTCommunity https://t.co/sTU0GIMjTc",2022-01-18,happy place,Twitter,Twitter,en
dogecoin,dogecoin,"@ELLECORPSE Let's go!! 
@KasariToken having a presale &amp; giveaway go check them out they are going to make crypto safer for us! #SHIBARROW #BSCGems #BSC #Binance  #BinanceSmartChain #BNB    #Bitcoin   #BTC #XRP #SOL #dogecoin #SHIBARMY #SHIB #elonmusk #crypto #NFTs  #Metaverse #cryptocurrency",2022-01-18,SwagNews.com,Twitter,Twitter,en
bitcoin,Elon Musk reveals who bitcoin's creator Satoshi Nakamoto might be,"Musk.MARK RALSTON/AFP via Getty Images
Elon Musk seems to agree with many that hyper-secret cryptocurrency expert Nick Szabo could be Satoshi Nakamoto, the mysterious creator of the digital currency Bitcoin. ""You can watch ideas evolve before Bitcoin was lau…",2021-12-29T20:41:00Z,noreply@blogger.com (Unknown),newsApi,Blogspot.com,english
bitcoin,"As Kazakhstan Descends into Chaos, Crypto Miners Are at a Loss","The central Asian country became No. 2 in the world for Bitcoin mining. But political turmoil and power cuts have hit hard, and the future looks bleak.",2022-01-12T12:00:00Z,Gian M. Volpicelli,newsApi,Wired,english
bitcoin,Jack Dorsey’s Block is working to make Bitcoin mining easier,"Block is working on building an “open Bitcoin mining system,” its CEO Jack Dorsey has announced. The company’s goals for the system are for it to be easily available, reliable, and relatively power efficient.",2022-01-14T13:46:28Z,Jon Porter,newsApi,The Verge,english
bitcoin,"Block is officially building an 'open Bitcoin mining system,' says founder Jack Dorsey","Block founder Jack Dorsey has announced on Twitter that the company is officially building an open bitcoin mining system. Dorsey first announced in October last year that the digital payments provider, then known as Square, was considering working on the proj…",2022-01-14T11:40:33Z,Mariella Moon,newsApi,Engadget,english
bitcoin,Musk says Tesla to accept dogecoin for merchandise,"<table><tr><td></td></tr><tr><td> Representation of cryptocurrency Dogecoin is seen in this illustration taken November 29, 2021. REUTERS/Dado Ruvic/Illustration/File Photo</td></tr>
</table>Tesla Inc (TSLA.O) will accept the meme-based cryptocurrency dogeco…",2022-01-14T14:14:00Z,noreply@blogger.com (Unknown),newsApi,Blogspot.com,english
bitcoin,Crypto CEO becomes one of the world's richest billionaires,"<table><tr><td></td></tr><tr><td>""Zhao Changpeng has become the world's biggest cryptocurrency billionaire(Image: Bloomberg via Getty Images)</td></tr>
</table>A cryptocurrency CEO has become one of the richest people on the planet.Changpeng ""CZ"" Zhao, who m…",2022-01-11T12:29:00Z,noreply@blogger.com (Unknown),newsApi,Blogspot.com,english
bitcoin,"U.S. SEC rejects Valkyrie, Kryptoin bitcoin trusts - Reuters","The U.S. Securities and Exchange Commission vetoed two proposals to offer bitcoin exchange-traded funds, dealing a blow to market participants who had hoped the agency would green light the effort after approving futures-backed bitcoin funds in October.",2021-12-23T20:25:00Z,,newsApi,Reuters,english
bitcoin,Jack Dorsey says Block is building a bitcoin mining system so that anyone can easily buy a rig,"Block is officially building a bitcoin mining system to make mining bitcoin ""more distributed and efficient.""",2022-01-14T12:34:09Z,hmalik@insider.com (Hamza Fareed Malik),newsApi,Business Insider,english
bitcoin,"Crypto Dev Says He’s Spending $500,000 on a Statue of Elon Musk’s Head on a Goat’s Body","Between Bitcoin-themed superspreader events and cringey branded NFT’s, those within the crypto community have set a high bar for devising the worst ways to hawk their currency of choice. But this week, the creators of an Elon Musk-themed cryptocurrency dubbed…",2022-01-07T19:30:00Z,Shoshana Wodinsky,newsApi,Gizmodo.com,english
bitcoin,Bitcoin falls 6.1 percent to $47607 - Reuters,"Bitcoin dropped 6.13% to $47,606.92 on Tuesday, losing $3,111.19 from its previous close.",2021-12-28T22:10:00Z,,newsApi,Reuters,english
bitcoin,Bitcoin slumps to lowest since September - Reuters,"Bitcoin  on Friday slumped as much as 5% to its lowest since late September, tumbling under $41,000 amid a broader sell-off for cryptocurrencies.",2022-01-07T08:03:00Z,,newsApi,Reuters,english
bitcoin,Bitcoin death cross is staring down bulls after a painful retreat - BNN,"<ol><li>Bitcoin death cross is staring down bulls after a painful retreat  BNN
</li><li>Crypto investors buy the dip as Bitcoin falls below $40000  Kitco NEWS
</li><li>Where Is Bitcoin Heading Next After Falling Below $40,000 Today?  Forbes
</li><li>Bitcoi…",2022-01-11T14:54:48Z,Bloomberg News,newsApi,BNNBloomberg.ca,english
bitcoin,BUZZ Crypto stocks slip as bitcoin briefly slides below $40000 - Reuters,"** Shares of cryptocurrency and blockchain-related firms fall after bitcoin  briefly slides below $40,000 to a 5-month low",2022-01-10T15:31:00Z,,newsApi,Reuters,english
bitcoin,Bitcoin falls under $40000 to a 5-month low - Reuters,"Bitcoin  fell over 5% on Monday to its lowest in over five months, tumbling under the $40,000 level.",2022-01-10T14:40:00Z,,newsApi,Reuters,english
bitcoin,Signal's Cryptocurrency Feature Has Gone Worldwide,A beta “payments” feature now lets some users of the popular encrypted messaging app send MobileCoin around the globe.,2022-01-06T16:00:06Z,Andy Greenberg,newsApi,Wired,english
bitcoin,Anthony Scaramucci says he's not buying the dip in bitcoin as he expects more 'sloppiness' and volatility,"The bitcoin price is likely to consolidate for a while, SkyBridge Capital CEO Anthony Scaramucci said.",2022-01-14T11:22:37Z,hrobertson@businessinsider.com (Harry Robertson),newsApi,Business Insider,english
bitcoin,Spain sets new rules for influencers who promote cryptocurrency,"Spain is establishing rules related to how influencers, their sponsors and others promote cryptocurrencies. Influencers and other advertisers with more than 100,000 followers in the country must notify the National Securities Market Commission (CNMV) at least…",2022-01-18T03:18:28Z,Kris Holt,newsApi,Engadget,english
bitcoin,Wikipedia Faces Pressure To Stop Accepting Crypto Donations on Environmental Grounds,"Wikimedia, the non-profit foundation that runs Wikipedia, is facing internal opposition to its policy of accepting cryptocurrency as a form of donation, primarily for environmental reasons. From a report: A proposal to the foundation from contributor Molly Wh…",2022-01-12T18:11:00Z,msmash,newsApi,Slashdot.org,english
bitcoin,Crypto investors buy the dip as Bitcoin falls below $40000 - Kitco NEWS,"<ol><li>Crypto investors buy the dip as Bitcoin falls below $40000  Kitco NEWS
</li><li>Bitcoin is off to its worst annual start since the dawn of crypto  BNN
</li><li>Where Is Bitcoin Heading Next After Falling Below $40,000 Today?  Forbes
</li><li>Bitcoi…",2022-01-10T22:36:00Z,http://www.facebook.com/kitconews,newsApi,Kitco NEWS,english
bitcoin,Bitcoin tumbles 8% and other cryptos crash as hawkish Fed minutes whack risky assets,"The Fed could pull back its support even faster than expected, spelling trouble for risky assets like bitcoin.",2022-01-06T09:53:24Z,hrobertson@businessinsider.com (Harry Robertson),newsApi,Business Insider,english
bitcoin,Realme Buds Air 3 : on en sait plus sur les successeurs des meilleurs écouteurs pas cher,"Le leaker OnLeaks a publié sur Twitter les caractéristiques des futurs Realme Buds Air 3. L’an dernier, Realme avait réussi à créer la surprise avec ses écouteurs sans fil Realme Buds Air 2. Lancés à moins de 50 euros, ces écouteurs proposaient non seulement un son riche et équilibré, mais également une réduction de bruit active plus […]",2022-01-18 09:46:46,['Geoffroy Husson'],news Data API,frandroid,english
bitcoin,"What I Rent: Grace and Nick, £1,500 a month for a two-bedroom house in South Norwood, London","'I know people who pay a lot more for less space, and no garden, so I think we’ve got a good deal.'",2022-01-18 09:45:00,['Ellen Scott'],news Data API,metro,english
bitcoin,"Marino Bartoletti e il tumore: “Forse il peggio è passato, dovrei essermelo messo alle spalle”","Il noto giornalista si racconta al Corriere e parla della malattia, dei progetti futuri e del calcio moderno: ""Senza dubbio il calcio si è inaridito. Appartengo a una generazione di giornalisti che ha potuto incontrare i campioni: ora è tutto più filtrato. Anche se questa estate il nostro sport ci ha dato delle emozioni straordinarie, insospettabili. Uno di questi è stato Roberto Mancini, che è riuscito a volare alto prescindendo dai campioni, giocando sul fare squadra e fare amicizia"" L'articolo Marino Bartoletti e il tumore: “Forse il peggio è passato, dovrei essermelo messo alle spalle” proviene da Il Fatto Quotidiano.",2022-01-18 09:44:07,['F. Q.'],news Data API,ilfattoquotidiano,english
bitcoin,Ven afectación a consumidores con reforma eléctrica,"En el primer día de discusión por la iniciativa presidencial, expertos advirtieron riesgos en el suministro de energía.",2022-01-18 09:41:41,['Ana Martínez'],news Data API,elfinanciero,english
bitcoin,"Vicky Pattison on her ‘regrets’ after wild rise to fame: ‘I haven’t absolved myself for everything, but I’m working on it’",It's a 'hug in pages'.,2022-01-18 09:41:07,['Vicki-Marie Cossar'],news Data API,metro,english
bitcoin,"Hana Horká, morta la cantante che si è ammalata intenzionalmente di covid. Il figlio ai no vax: “L’avete plagiata”","57 anni e leader del gruppo Asonance, ha preso il Covid intenzionalmente per non doversi vaccinare e ha anche suggerito ai fan di fare la stessa cosa. L'artista ceca è appasa soddisfatta della sua scelta negli ultimi post su Facebook: ""La vita è qui per me e anche per te"" L'articolo Hana Horká, morta la cantante che si è ammalata intenzionalmente di covid. Il figlio ai no vax: “L’avete plagiata” proviene da Il Fatto Quotidiano.",2022-01-18 09:37:41,['F. Q.'],news Data API,ilfattoquotidiano,english
bitcoin,Brilliant iPhone trick you need to know – and it’s great for anyone who texts,"YOUR iPhone has a clever feature that’s great for anyone who regularly misses notifications. So if you’re a serial textaholic, it’s probably one you’ll want to learn. Apple notifications can be easily missed, especially as many of us have sound and vibration switched off. But there’s another option buried deep in iPhone settings to help […]",2022-01-18 09:32:48,['Sean Keach'],news Data API,thesun,english
bitcoin,John Lennon’s son Julian supports iconic Beatles song used in NHS mental health campaign,'I think Help! is one of the most honest songs Dad ever wrote...',2022-01-18 09:30:59,['lowenna-waters'],news Data API,metro,english
bitcoin,Report: Manager doesn’t want his player to join Tottenham Hotspur now,Fabrizio Romano has reported on Twitter that Wolverhampton Wanderers manager Bruno Lage does not want Adama Traore to join Antonio Conte’s Tottenham Hotspur in the... The post Report: Manager doesn’t want his player to join Tottenham Hotspur now appeared first on HITC.,2022-01-18 09:30:00,['Subhankar Mondal'],news Data API,hitc,english
bitcoin,Japan ready to expand virus restrictions as infections surge,Japan's government is preparing social restrictions in Tokyo and other regions as the omicron variant of the coronavirus infects more people.,2022-01-18 09:29:42,['The Associated Press'],news Data API,ctvnews_vancouverisland,english
dogecoin,Musk says Tesla to accept dogecoin for merchandise,"<table><tr><td></td></tr><tr><td> Representation of cryptocurrency Dogecoin is seen in this illustration taken November 29, 2021. REUTERS/Dado Ruvic/Illustration/File Photo</td></tr>
</table>Tesla Inc (TSLA.O) will accept the meme-based cryptocurrency dogeco…",2022-01-14T14:14:00Z,noreply@blogger.com (Unknown),newsApi,Blogspot.com,english
dogecoin,A Conversation With a Dogecoin Millionaire: An Update,It was once a parody — then he turned the cryptocurrency into profit.,2021-12-29T11:00:09Z,"Michael Barbaro, Rachelle Bonja, Luke Vander Ploeg, Diana Nguyen, Lisa Chow, Anita Badejo, Marc Georges, Dan Powell, Chris Wood and Corey Schreppel",newsApi,New York Times,english
dogecoin,Musk confirms Tesla will take doge for merch - Reuters.com,"Elon Musk has confirmed that Tesla will take dogecoin as payment for some merchandise, sending the meme-inspired currency soaring in value again. Julian Satterthwaite reports.",2022-01-14T15:35:33Z,Reuters Editorial,newsApi,Reuters,english
dogecoin,Dogecoin Jumps 15% After Elon Musk Says Tesla Will Accept the Meme Coin for Merchandise,"Musk has been a vocal supporter of Dogecoin, frequently firing off tweets that move its price.",2022-01-14T15:30:00Z,Amanda Breen,newsApi,Entrepreneur,english
dogecoin,Dogecoin value soars after Elon Musk says it will be accepted for Tesla goods,"Cryptocurrency with shiba inu dog meme rises 15% after billionaire’s tweet about merchandiseDogecoin, the cryptocurrency with a shiba inu dog meme, soared in value by 15% on Friday after the billionaire Elon Musk said it could be used to buy Tesla merchandise…",2022-01-14T12:26:34Z,Rupert Neate and agency,newsApi,The Guardian,english
dogecoin,Elon Musk is the person of the year in part because of his effect on the world of finance. Here are his top 12 tweets that moved markets,"Musk's Twitter poll from February 5 that read, ""Dogecoin to the Moooonn,"" sent the cryptocurrency soaring 35%.",2021-12-27T12:58:17Z,ndailey@insider.com (Natasha Dailey),newsApi,Business Insider,english
dogecoin,"Florida has a new crypto-themed restaurant offering 'bitcoinana split,' 'crypto cuban' sandwiches, and 'dogedog' hotdogs that accepts all cryptocurrencies as payment","The new bistro's walls have art depicting bitcoin and ethereum symbols, a rocket headed to the moon, and quotes by dogecoin advocate Elon Musk.",2021-12-30T14:04:50Z,snagarajan@insider.com (Shalini Nagarajan),newsApi,Business Insider,english
dogecoin,"The Week in Numbers: central banks, center stage - Reuters.com","From a big week for central bankers, to why dogecoin felt the Musk effect, we round up the big numbers in business and finance over the week to December 17. Ilan Rubens reports.",2021-12-17T13:01:13Z,Reuters Editorial,newsApi,Reuters,english
dogecoin,The top 5 wildest crypto moments of 2021,To say 2021 was a crazy year for cryptocurrencies is an understatement. Insider takes a look back at the key moments.,2022-01-01T13:15:00Z,ilee@insider.com (Isabelle Lee),newsApi,Business Insider,english
dogecoin,Elon Musk Pokes Fun at Dollar Store Price Hikes,The billionaire had fun on Twitter over the Holiday weekend.,2021-12-27T16:40:16Z,Emily Rella,newsApi,Entrepreneur,english
dogecoin,Bitcoin investors dig in for long haul in 'staggering' shift - Reuters,"As bitcoin heads into 2022, a growing cohort of long-term investors is doubling down on its stashes of the cryptocurrency, hoping a December dip was merely a festive blip.",2022-01-17T15:58:00Z,,newsApi,Reuters,english
dogecoin,Meme coins lead crypto revival as shiba inu shoots up over 12% on the back of a bullish mix of new listings and burned coins,"Shiba inu is pushing toward a 10% price jump this week, driven by new crypto-exchange listings and diminishing supply from burning.",2022-01-13T12:08:49Z,insider@insider.com (Adam Morgan McCarthy),newsApi,Business Insider,english
dogecoin,Tesla’s Dogecoin FAQ,Learn about FAQs regarding Dogecoin at Tesla.,2022-01-14T17:57:05Z,John Gruber,newsApi,Tesla.com,english
dogecoin,"Dubai World Trade Centre to regulate virtual and encrypted assets, govt says - Reuters","The Dubai World Trade Centre will regulate virtual and encrypted assets, products, digital exchanges, and operators in Dubai, the Emirate's government said on Monday.",2021-12-20T08:21:00Z,,newsApi,Reuters,english
dogecoin,Russian lender TCS buys Swiss crypto exchange Aximetria - Reuters,"Russian lender TCS Group Holding <a href=""https://www.reuters.com/companies/TCSq.L"" target=""_blank"">(TCSq.L)</a> on Wednesday said it planned to develop Swiss crypto exchange Aximetria as part of its international expansion and would later disclose details of…",2022-01-12T11:16:00Z,,newsApi,Reuters,english
dogecoin,Meme Stock GameStop Now Accepts Meme Cryptos Like Doge,"In a year which began with memes helping to propel GameStop’s junk stock price into the stratosphere, it’s only fitting that the shrinking video game retailer should cap the frivolities off by cozying up to cryptocurrencies. Last week, GameStop apparently joi…",2021-12-22T18:20:00Z,Ethan Gach,newsApi,Kotaku,english
dogecoin,Global shares fall as hawkish Fed signals continue to echo across financial markets,"Stocks eased after more signals from Federal Reserve officials that US rates will soon rise, while UK data showed robust British economic growth.",2022-01-14T12:09:51Z,insider@insider.com (Adam Morgan McCarthy),newsApi,Business Insider,english
dogecoin,Mozilla Firefox is no longer accepting crypto donation following recent community backlash,Mozilla decided against HODLing some Dogecoin,2022-01-07T12:52:04Z,Manuel Vonau,newsApi,Android Police,english
dogecoin,"YEARENDER The Year of the Doge? 2021, crypto's wildest year yet - Reuters","Bitcoin close to $70,000, ""memecoins"" worth billions of dollars, a blockbuster Wall Street listing and a sweeping Chinese crackdown: 2021 was the wildest yet for cryptocurrencies, even by the sector's volatile standards.",2021-12-30T07:00:00Z,,newsApi,Reuters,english
dogecoin,The top 5 crypto predictions for 2022,"Arcane Research, a blockchain research firm, made dozens of crypto predictions for 2022. Insider selected five of them.",2022-01-02T13:30:00Z,ilee@insider.com (Isabelle Lee),newsApi,Business Insider,english
dogecoin,Realme Buds Air 3 : on en sait plus sur les successeurs des meilleurs écouteurs pas cher,"Le leaker OnLeaks a publié sur Twitter les caractéristiques des futurs Realme Buds Air 3. L’an dernier, Realme avait réussi à créer la surprise avec ses écouteurs sans fil Realme Buds Air 2. Lancés à moins de 50 euros, ces écouteurs proposaient non seulement un son riche et équilibré, mais également une réduction de bruit active plus […]",2022-01-18 09:46:46,['Geoffroy Husson'],news Data API,frandroid,english
dogecoin,"What I Rent: Grace and Nick, £1,500 a month for a two-bedroom house in South Norwood, London","'I know people who pay a lot more for less space, and no garden, so I think we’ve got a good deal.'",2022-01-18 09:45:00,['Ellen Scott'],news Data API,metro,english
dogecoin,"Marino Bartoletti e il tumore: “Forse il peggio è passato, dovrei essermelo messo alle spalle”","Il noto giornalista si racconta al Corriere e parla della malattia, dei progetti futuri e del calcio moderno: ""Senza dubbio il calcio si è inaridito. Appartengo a una generazione di giornalisti che ha potuto incontrare i campioni: ora è tutto più filtrato. Anche se questa estate il nostro sport ci ha dato delle emozioni straordinarie, insospettabili. Uno di questi è stato Roberto Mancini, che è riuscito a volare alto prescindendo dai campioni, giocando sul fare squadra e fare amicizia"" L'articolo Marino Bartoletti e il tumore: “Forse il peggio è passato, dovrei essermelo messo alle spalle” proviene da Il Fatto Quotidiano.",2022-01-18 09:44:07,['F. Q.'],news Data API,ilfattoquotidiano,english
dogecoin,Ven afectación a consumidores con reforma eléctrica,"En el primer día de discusión por la iniciativa presidencial, expertos advirtieron riesgos en el suministro de energía.",2022-01-18 09:41:41,['Ana Martínez'],news Data API,elfinanciero,english
dogecoin,"Vicky Pattison on her ‘regrets’ after wild rise to fame: ‘I haven’t absolved myself for everything, but I’m working on it’",It's a 'hug in pages'.,2022-01-18 09:41:07,['Vicki-Marie Cossar'],news Data API,metro,english
dogecoin,"Hana Horká, morta la cantante che si è ammalata intenzionalmente di covid. Il figlio ai no vax: “L’avete plagiata”","57 anni e leader del gruppo Asonance, ha preso il Covid intenzionalmente per non doversi vaccinare e ha anche suggerito ai fan di fare la stessa cosa. L'artista ceca è appasa soddisfatta della sua scelta negli ultimi post su Facebook: ""La vita è qui per me e anche per te"" L'articolo Hana Horká, morta la cantante che si è ammalata intenzionalmente di covid. Il figlio ai no vax: “L’avete plagiata” proviene da Il Fatto Quotidiano.",2022-01-18 09:37:41,['F. Q.'],news Data API,ilfattoquotidiano,english
dogecoin,Brilliant iPhone trick you need to know – and it’s great for anyone who texts,"YOUR iPhone has a clever feature that’s great for anyone who regularly misses notifications. So if you’re a serial textaholic, it’s probably one you’ll want to learn. Apple notifications can be easily missed, especially as many of us have sound and vibration switched off. But there’s another option buried deep in iPhone settings to help […]",2022-01-18 09:32:48,['Sean Keach'],news Data API,thesun,english
dogecoin,John Lennon’s son Julian supports iconic Beatles song used in NHS mental health campaign,'I think Help! is one of the most honest songs Dad ever wrote...',2022-01-18 09:30:59,['lowenna-waters'],news Data API,metro,english
dogecoin,Report: Manager doesn’t want his player to join Tottenham Hotspur now,Fabrizio Romano has reported on Twitter that Wolverhampton Wanderers manager Bruno Lage does not want Adama Traore to join Antonio Conte’s Tottenham Hotspur in the... The post Report: Manager doesn’t want his player to join Tottenham Hotspur now appeared first on HITC.,2022-01-18 09:30:00,['Subhankar Mondal'],news Data API,hitc,english
dogecoin,Japan ready to expand virus restrictions as infections surge,Japan's government is preparing social restrictions in Tokyo and other regions as the omicron variant of the coronavirus infects more people.,2022-01-18 09:29:42,['The Associated Press'],news Data API,ctvnews_vancouverisland,english
cryptography,Dice Rolls From the Beginning of Time,"Generating random numbers might seem like a trivial task, that is until the numbers need to be truly random for cryptography or security reasons. When that’s the case, it turns out that these…",2022-01-05T12:00:12Z,Bryan Cockfield,newsApi,Hackaday,english
cryptography,Implementing RSA in Python from Scratch,"I'm sure many programmers, particularly web developers have heard of the RSA
cryptography system. RSA is an asymmetric cryptography system, meaning that one
key is used for encryption and the other for decryption. I've seen a lot of
articles explaining the ge…",2021-12-20T04:27:01Z,FranX1024,newsApi,Coderoasis.com,english
